id,oneway,category,nodes
2812,False,residential,"['1316471713', '1316471896']"
2813,False,residential,"['1316471896', '1316471713']"
2814,False,residential,"['1316471775', '1320103980']"
2815,False,residential,"['1320103980', '1316471775']"
2816,False,residential,"['1320103980', '1320103860']"
2817,False,residential,"['1320103860', '1320103980']"
2818,False,residential,"['1320103860', '1316471845', '1320104029']"
2819,False,residential,"['1320104029', '1316471845', '1320103860']"
2820,False,residential,"['1320104029', '1316472176', '1316471720', '1316471698']"
2821,False,residential,"['1316471698', '1316471720', '1316472176', '1320104029']"
2822,False,residential,"['1316471698', '1316471745']"
2823,False,residential,"['1316471745', '1316471698']"
2824,False,service,"['1316471732', '1316471989', '1316471793']"
2825,False,service,"['1316471793', '1316471989', '1316471732']"
2826,False,service,"['1316471822', '1316471777']"
2827,False,service,"['1316471777', '1316471822']"
2828,False,service,"['1316471777', '1316472039']"
2829,False,service,"['1316472039', '1316471777']"
2830,False,service,"['1316472136', '1316471866']"
2831,False,service,"['1316471866', '1316472136']"
2832,False,service,"['1316471789', '1316472158']"
2833,False,service,"['1316472158', '1316471789']"
2834,False,service,"['1316472149', '1316472058', '1316472087']"
2835,False,service,"['1316472087', '1316472058', '1316472149']"
2836,False,service,"['1316472111', '1316471794', '1316472054', '1316471912', '1316471699']"
2837,False,service,"['1316471699', '1316471912', '1316472054', '1316471794', '1316472111']"
2838,False,service,"['1316471976', '1316471727']"
2839,False,service,"['1316471727', '1316471976']"
2840,False,service,"['1316471727', '1316472014']"
2841,False,service,"['1316472014', '1316471727']"
2842,False,service,"['1316472014', '1316471740']"
2843,False,service,"['1316471740', '1316472014']"
2844,False,service,"['1316471927', '1316472103']"
2845,False,service,"['1316472103', '1316471927']"
2846,False,service,"['1316472103', '1316471990']"
2847,False,service,"['1316471990', '1316472103']"
2848,False,service,"['1316471990', '1316472166']"
2849,False,service,"['1316472166', '1316471990']"
2850,False,service,"['1316472156', '1316471777']"
2851,False,service,"['1316471777', '1316472156']"
2852,False,service,"['1316471777', '1316472177']"
2853,False,service,"['1316472177', '1316471777']"
2854,False,service,"['1316472177', '1316471901', '1316471727']"
2855,False,service,"['1316471727', '1316471901', '1316472177']"
2856,False,service,"['1316471727', '1316471907', '1316472013']"
2857,False,service,"['1316472013', '1316471907', '1316471727']"
2858,False,service,"['1316471875', '1316472169']"
2859,False,service,"['1316472169', '1316471875']"
2860,False,service,"['1316472169', '1316472129']"
2861,False,service,"['1316472129', '1316472169']"
2862,False,service,"['1316472129', '1316471868']"
2863,False,service,"['1316471868', '1316472129']"
2864,False,residential,"['1316471879', '1316472127', '1320104057']"
2865,False,residential,"['1320104057', '1316472127', '1316471879']"
2866,False,residential,"['1320104057', '1320103682']"
2867,False,residential,"['1320103682', '1320104057']"
2868,False,residential,"['1320103682', '1320104016']"
2869,False,residential,"['1320104016', '1320103682']"
2870,False,residential,"['1320104016', '1316472167', '1320103705']"
2871,False,residential,"['1320103705', '1316472167', '1320104016']"
2872,False,residential,"['1320103705', '1316471756']"
2873,False,residential,"['1316471756', '1320103705']"
2874,False,service,"['1316471855', '1316471779']"
2875,False,service,"['1316471779', '1316471855']"
2876,False,service,"['1316471779', '1316471791', '1316471842', '1316471927']"
2877,False,service,"['1316471927', '1316471842', '1316471791', '1316471779']"
2878,False,service,"['1316471927', '1316471824']"
2879,False,service,"['1316471824', '1316471927']"
2880,False,service,"['1316471726', '1316471716']"
2881,False,service,"['1316471716', '1316471726']"
2882,False,service,"['1316471716', '1316472130']"
2883,False,service,"['1316472130', '1316471716']"
2884,False,service,"['1316471832', '1316472169']"
2885,False,service,"['1316472169', '1316471832']"
2886,False,residential,"['1316471913', '1316471775']"
2887,False,residential,"['1316471775', '1316471913']"
2888,False,service,"['1316472039', '1316472140']"
2889,False,service,"['1316472140', '1316472039']"
2890,False,service,"['1316472140', '1316471915']"
2891,False,service,"['1316471915', '1316472140']"
2892,False,service,"['1316471915', '1316471897', '1316471790']"
2893,False,service,"['1316471790', '1316471897', '1316471915']"
2894,False,service,"['1316471790', '1316471909']"
2895,False,service,"['1316471909', '1316471790']"
2896,False,service,"['1316471909', '1316471774']"
2897,False,service,"['1316471774', '1316471909']"
2898,False,service,"['1316471960', '1316472177']"
2899,False,service,"['1316472177', '1316471960']"
2900,False,service,"['1316472177', '1316471738', '1320103646']"
2901,False,service,"['1320103646', '1316471738', '1316472177']"
2902,False,service,"['1320103646', '1316471930']"
2903,False,service,"['1316471930', '1320103646']"
2904,False,residential,"['1316471848', '1316471947']"
2905,False,residential,"['1316471947', '1316471848']"
2906,False,residential,"['1316471947', '1316472133', '1316471697']"
2907,False,residential,"['1316471697', '1316472133', '1316471947']"
2908,False,residential,"['1316471697', '1316471851']"
2909,False,residential,"['1316471851', '1316471697']"
2910,False,residential,"['1316471851', '1316472172']"
2911,False,residential,"['1316472172', '1316471851']"
2912,False,residential,"['1316472172', '1316471703', '1316471792']"
2913,False,residential,"['1316471792', '1316471703', '1316472172']"
2914,False,service,"['1316471705', '1316472002']"
2915,False,service,"['1316472002', '1316471705']"
2916,False,service,"['1316471773', '1316471798', '1316472037']"
2917,False,service,"['1316472037', '1316471798', '1316471773']"
2918,False,service,"['1316471841', '1320103962']"
2919,False,service,"['1320103962', '1316471841']"
2920,False,service,"['1320103962', '1320103569']"
2921,False,service,"['1320103569', '1320103962']"
2922,False,service,"['1320103569', '1320104087']"
2923,False,service,"['1320104087', '1320103569']"
2924,False,service,"['1320104087', '1320103925']"
2925,False,service,"['1320103925', '1320104087']"
2926,False,service,"['1320103925', '1320103632']"
2927,False,service,"['1320103632', '1320103925']"
2928,False,service,"['1320103632', '1320104005']"
2929,False,service,"['1320104005', '1320103632']"
2930,False,service,"['1320104005', '1316472150']"
2931,False,service,"['1316472150', '1320104005']"
2932,False,service,"['1316471835', '1316471967', '1320104070']"
2933,False,service,"['1320104070', '1316471967', '1316471835']"
2934,False,service,"['1320104070', '1316472035']"
2935,False,service,"['1316472035', '1320104070']"
2936,False,service,"['1316471830', '1316471919']"
2937,False,service,"['1316471919', '1316471830']"
2938,False,service,"['1316471919', '1316472026']"
2939,False,service,"['1316472026', '1316471919']"
2940,False,service,"['1316472135', '1316471923', '1316471739']"
2941,False,service,"['1316471739', '1316471923', '1316472135']"
2942,False,service,"['1316471739', '1316471831']"
2943,False,service,"['1316471831', '1316471739']"
2944,False,service,"['1316471831', '1316471977']"
2945,False,service,"['1316471977', '1316471831']"
2946,False,residential,"['1316471899', '1316472166']"
2947,False,residential,"['1316472166', '1316471899']"
2948,False,residential,"['1316472166', '1316472106', '1316471913']"
2949,False,residential,"['1316471913', '1316472106', '1316472166']"
2950,False,service,"['1316471844', '1316471721']"
2951,False,service,"['1316471721', '1316471844']"
2952,False,service,"['1316471721', '1316471885', '1316471921']"
2953,False,service,"['1316471921', '1316471885', '1316471721']"
2954,False,service,"['1316471815', '1316472033']"
2955,False,service,"['1316472033', '1316471815']"
2956,False,service,"['1316472103', '1316471801']"
2957,False,service,"['1316471801', '1316472103']"
2958,False,service,"['1316471801', '1316471959', '1316471779']"
2959,False,service,"['1316471779', '1316471959', '1316471801']"
2960,False,service,"['1316471741', '1316471952']"
2961,False,service,"['1316471952', '1316471741']"
2962,False,service,"['1316471734', '1316471962']"
2963,False,service,"['1316471962', '1316471734']"
2964,False,service,"['1316471704', '1320103783']"
2965,False,service,"['1320103783', '1316471704']"
2966,False,service,"['1320103783', '1320103878']"
2967,False,service,"['1320103878', '1320103783']"
2968,False,service,"['1320103878', '1320103722']"
2969,False,service,"['1320103722', '1320103878']"
2970,False,service,"['1320103722', '1320104116']"
2971,False,service,"['1320104116', '1320103722']"
2972,False,service,"['1320104116', '1316471992']"
2973,False,service,"['1316471992', '1320104116']"
2974,False,service,"['1316471751', '1316471700']"
2975,False,service,"['1316471700', '1316471751']"
2976,False,service,"['1316471891', '1316471812', '1316471931']"
2977,False,service,"['1316471931', '1316471812', '1316471891']"
2978,False,service,"['1316471702', '1316472146']"
2979,False,service,"['1316472146', '1316471702']"
2980,False,service,"['1316472146', '1316471701', '1316471835']"
2981,False,service,"['1316471835', '1316471701', '1316472146']"
2982,False,service,"['1316471835', '1316471856', '1316472149']"
2983,False,service,"['1316472149', '1316471856', '1316471835']"
2984,False,service,"['1316472149', '1316471717', '1316472174']"
2985,False,service,"['1316472174', '1316471717', '1316472149']"
2986,False,service,"['1316472174', '1316471819']"
2987,False,service,"['1316471819', '1316472174']"
2988,False,service,"['1316471998', '1316472130']"
2989,False,service,"['1316472130', '1316471998']"
2990,False,service,"['1316472130', '1316471695']"
2991,False,service,"['1316471695', '1316472130']"
2992,False,service,"['1316471695', '1316471866']"
2993,False,service,"['1316471866', '1316471695']"
2994,False,service,"['1316471866', '1316472115']"
2995,False,service,"['1316472115', '1316471866']"
2996,False,service,"['1316472115', '1316471827']"
2997,False,service,"['1316471827', '1316472115']"
2998,False,service,"['1316471827', '1316471865']"
2999,False,service,"['1316471865', '1316471827']"
3000,False,service,"['1316471865', '1316471825']"
3001,False,service,"['1316471825', '1316471865']"
3002,False,service,"['1316623729', '1316623318']"
3003,False,service,"['1316623318', '1316623729']"
3004,False,service,"['1316623318', '1316623210']"
3005,False,service,"['1316623210', '1316623318']"
3006,False,service,"['1316623189', '1316623274', '1316623577']"
3007,False,service,"['1316623577', '1316623274', '1316623189']"
3008,False,service,"['1316623224', '1316623200', '1316623254']"
3009,False,service,"['1316623254', '1316623200', '1316623224']"
3010,False,service,"['1316623595', '1316623524']"
3011,False,service,"['1316623524', '1316623595']"
3012,False,service,"['1316623524', '1316623208', '1316623665', '7119012117', '1316623204', '1316623618']"
3013,False,service,"['1316623618', '1316623204', '7119012117', '1316623665', '1316623208', '1316623524']"
3014,False,service,"['1316623618', '1316623198', '1316623368']"
3015,False,service,"['1316623368', '1316623198', '1316623618']"
3016,False,service,"['1316623368', '1316623373']"
3017,False,service,"['1316623373', '1316623368']"
3018,False,service,"['1316623569', '1316623678']"
3019,False,service,"['1316623678', '1316623569']"
3020,False,service,"['1316623518', '1316623260', '1316623390', '1316623387']"
3021,False,service,"['1316623387', '1316623390', '1316623260', '1316623518']"
3022,False,service,"['1316623731', '1316623570']"
3023,False,service,"['1316623570', '1316623731']"
3024,False,service,"['1316623570', '1316623507']"
3025,False,service,"['1316623507', '1316623570']"
3026,False,service,"['1316623259', '1316623262', '1316623630']"
3027,False,service,"['1316623630', '1316623262', '1316623259']"
3028,False,service,"['1316623618', '1316623741', '1316623215']"
3029,False,service,"['1316623215', '1316623741', '1316623618']"
3030,False,service,"['1316623570', '1316623662', '1316623742']"
3031,False,service,"['1316623742', '1316623662', '1316623570']"
3032,False,service,"['1316623533', '1316623307']"
3033,False,service,"['1316623307', '1316623533']"
3034,False,service,"['1316623257', '1316623589']"
3035,False,service,"['1316623589', '1316623257']"
3036,False,service,"['1316623589', '1316623283']"
3037,False,service,"['1316623283', '1316623589']"
3038,False,service,"['1316623283', '1316623410']"
3039,False,service,"['1316623410', '1316623283']"
3040,False,service,"['1316623521', '1316623421']"
3041,False,service,"['1316623421', '1316623521']"
3042,False,service,"['1316623372', '1316623499']"
3043,False,service,"['1316623499', '1316623372']"
3044,False,service,"['1316623202', '1316623402', '1316623346']"
3045,False,service,"['1316623346', '1316623402', '1316623202']"
3046,False,service,"['1316623692', '1316623671', '1316623685', '1316623482']"
3047,False,service,"['1316623482', '1316623685', '1316623671', '1316623692']"
3048,False,service,"['1316623568', '1316623745']"
3049,False,service,"['1316623745', '1316623568']"
3050,False,service,"['1316623543', '1316623239', '1316623744']"
3051,False,service,"['1316623744', '1316623239', '1316623543']"
3052,False,service,"['1316623744', '1316623554', '1316623687']"
3053,False,service,"['1316623687', '1316623554', '1316623744']"
3054,False,service,"['1316623687', '1316623508', '1316623667', '1316623435', '475975342']"
3055,False,service,"['475975342', '1316623435', '1316623667', '1316623508', '1316623687']"
3056,False,service,"['1316623410', '1316623714']"
3057,False,service,"['1316623714', '1316623410']"
3058,False,service,"['1316623714', '6593999668']"
3059,False,service,"['6593999668', '1316623714']"
3060,False,service,"['1316623660', '1316623638']"
3061,False,service,"['1316623638', '1316623660']"
3062,False,service,"['1316623638', '1316623180', '1316623304', '1316623599', '1316623325', '1316623429']"
3063,False,service,"['1316623429', '1316623325', '1316623599', '1316623304', '1316623180', '1316623638']"
3064,False,service,"['152848137', '4103690462', '1316623714']"
3065,False,service,"['1316623714', '4103690462', '152848137']"
3066,False,service,"['1316623462', '1316623281', '1316623456']"
3067,False,service,"['1316623456', '1316623281', '1316623462']"
3068,False,service,"['1316623577', '1316623659']"
3069,False,service,"['1316623659', '1316623577']"
3070,False,service,"['1316623659', '1316623541']"
3071,False,service,"['1316623541', '1316623659']"
3072,False,service,"['1316623541', '1316623215']"
3073,False,service,"['1316623215', '1316623541']"
3074,False,service,"['1316623215', '1316623361', '1316623339']"
3075,False,service,"['1316623339', '1316623361', '1316623215']"
3076,False,service,"['1316623404', '1316623357']"
3077,False,service,"['1316623357', '1316623404']"
3078,False,service,"['1316623497', '1316623736']"
3079,False,service,"['1316623736', '1316623497']"
3080,False,service,"['1316623192', '3117897472']"
3081,False,service,"['3117897472', '1316623192']"
3082,False,service,"['1316623413', '1316623450', '1316623307']"
3083,False,service,"['1316623307', '1316623450', '1316623413']"
3084,False,service,"['1316623307', '1316623187']"
3085,False,service,"['1316623187', '1316623307']"
3086,False,service,"['1316623187', '1316623616']"
3087,False,service,"['1316623616', '1316623187']"
3088,False,service,"['1316623616', '1316623310']"
3089,False,service,"['1316623310', '1316623616']"
3090,False,service,"['1316623310', '1316623727', '1316623567', '1316623391']"
3091,False,service,"['1316623391', '1316623567', '1316623727', '1316623310']"
3092,False,service,"['1316623391', '1316623385']"
3093,False,service,"['1316623385', '1316623391']"
3094,False,service,"['1316623385', '1316623722']"
3095,False,service,"['1316623722', '1316623385']"
3096,False,service,"['1316623722', '1316623642', '1316623486']"
3097,False,service,"['1316623486', '1316623642', '1316623722']"
3098,False,service,"['1316623486', '1316623638']"
3099,False,service,"['1316623638', '1316623486']"
3100,False,service,"['1316623638', '1316623614']"
3101,False,service,"['1316623614', '1316623638']"
3102,False,service,"['1316623306', '1316623344', '1316623701']"
3103,False,service,"['1316623701', '1316623344', '1316623306']"
3104,False,service,"['1316623371', '1316623255', '1316623338', '1316623433']"
3105,False,service,"['1316623433', '1316623338', '1316623255', '1316623371']"
3106,False,service,"['1316623657', '6594039685', '1316623589']"
3107,False,service,"['1316623589', '6594039685', '1316623657']"
3108,False,service,"['1316623612', '6593999684', '1316623283']"
3109,False,service,"['1316623283', '6593999684', '1316623612']"
3110,False,service,"['1316623235', '1316623722']"
3111,False,service,"['1316623722', '1316623235']"
3112,False,service,"['1316623722', '1316623384', '1316623663']"
3113,False,service,"['1316623663', '1316623384', '1316623722']"
3114,False,service,"['1316623226', '1316623725', '1316623206', '1316623593', '1316623273', '1316623476']"
3115,False,service,"['1316623476', '1316623273', '1316623593', '1316623206', '1316623725', '1316623226']"
3116,False,service,"['1316623230', '1316623707', '1316623744']"
3117,False,service,"['1316623744', '1316623707', '1316623230']"
3118,False,service,"['1316623363', '1316623572']"
3119,False,service,"['1316623572', '1316623363']"
3120,False,service,"['1316623572', '1316623484']"
3121,False,service,"['1316623484', '1316623572']"
3122,False,service,"['1316623185', '1316623310']"
3123,False,service,"['1316623310', '1316623185']"
3124,False,service,"['1316623573', '1316623232', '1316623369', '1316623423']"
3125,False,service,"['1316623423', '1316623369', '1316623232', '1316623573']"
3126,False,service,"['1316623634', '1316623608']"
3127,False,service,"['1316623608', '1316623634']"
3128,False,service,"['1316623419', '1316623610', '1316623442']"
3129,False,service,"['1316623442', '1316623610', '1316623419']"
3130,False,service,"['1316623291', '1316623354', '1316623308']"
3131,False,service,"['1316623308', '1316623354', '1316623291']"
3132,False,service,"['1316623550', '1316623258', '1316623303']"
3133,False,service,"['1316623303', '1316623258', '1316623550']"
3134,False,service,"['1316623303', '1316623679']"
3135,False,service,"['1316623679', '1316623303']"
3136,False,service,"['1316623679', '1316623555']"
3137,False,service,"['1316623555', '1316623679']"
3138,False,service,"['1316623555', '1316623182']"
3139,False,service,"['1316623182', '1316623555']"
3140,False,service,"['1316623524', '1316623585', '1316623478', '1316623552', '1316623339']"
3141,False,service,"['1316623339', '1316623552', '1316623478', '1316623585', '1316623524']"
3142,False,service,"['1316623506', '1316623709', '1316623474', '1316623490']"
3143,False,service,"['1316623490', '1316623474', '1316623709', '1316623506']"
3144,False,service,"['1316623417', '1316623640']"
3145,False,service,"['1316623640', '1316623417']"
3146,False,service,"['1316623187', '1316623732', '1316623584', '1316623646']"
3147,False,service,"['1316623646', '1316623584', '1316623732', '1316623187']"
3148,False,service,"['1316623658', '1316623400', '1316623342']"
3149,False,service,"['1316623342', '1316623400', '1316623658']"
3150,False,service,"['1316623545', '1316623328']"
3151,False,service,"['1316623328', '1316623545']"
3152,False,service,"['1316623679', '1316623519', '1316623713', '1316623193']"
3153,False,service,"['1316623193', '1316623713', '1316623519', '1316623679']"
3154,False,service,"['5346182653', '1316623677']"
3155,False,service,"['1316623677', '5346182653']"
3156,False,service,"['1316623677', '1316623597', '1316623556']"
3157,False,service,"['1316623556', '1316623597', '1316623677']"
3158,False,service,"['1316623365', '1316623197', '1316623425']"
3159,False,service,"['1316623425', '1316623197', '1316623365']"
3160,False,service,"['1316623287', '1316623321', '1316623572']"
3161,False,service,"['1316623572', '1316623321', '1316623287']"
3162,False,service,"['1316623375', '1316623370', '1316623537', '1316623202']"
3163,False,service,"['1316623202', '1316623537', '1316623370', '1316623375']"
3164,False,service,"['1316623202', '1316623566', '1316623648']"
3165,False,service,"['1316623648', '1316623566', '1316623202']"
3166,False,service,"['1316623648', '1316623332']"
3167,False,service,"['1316623332', '1316623648']"
3168,False,service,"['1316623510', '1316623699', '1316623547', '1316623490']"
3169,False,service,"['1316623490', '1316623547', '1316623699', '1316623510']"
3170,False,service,"['1316623264', '1316623277', '1316623458', '1316623303']"
3171,False,service,"['1316623303', '1316623458', '1316623277', '1316623264']"
3172,False,service,"['1316623368', '1316623348', '1316623541']"
3173,False,service,"['1316623541', '1316623348', '1316623368']"
3174,False,service,"['1316623648', '1316623505']"
3175,False,service,"['1316623505', '1316623648']"
3176,False,service,"['1316623726', '1316623393', '1316623701']"
3177,False,service,"['1316623701', '1316623393', '1316623726']"
3178,False,service,"['1316623734', '1316623583', '1316623711', '1316623480', '1316623539', '1316623520']"
3179,False,service,"['1316623520', '1316623539', '1316623480', '1316623711', '1316623583', '1316623734']"
3180,False,service,"['1316623694', '1316623237', '1316623687']"
3181,False,service,"['1316623687', '1316623237', '1316623694']"
3182,False,service,"['1316623495', '1316623226']"
3183,False,service,"['1316623226', '1316623495']"
3184,False,service,"['1316623226', '1316623677']"
3185,False,service,"['1316623677', '1316623226']"
3186,False,service,"['1316623677', '1316623692']"
3187,False,service,"['1316623692', '1316623677']"
3188,False,service,"['1316623692', '1316623708']"
3189,False,service,"['1316623708', '1316623692']"
3190,False,service,"['1316623708', '1316623543']"
3191,False,service,"['1316623543', '1316623708']"
3192,False,service,"['1316623543', '1316623526', '1316623472']"
3193,False,service,"['1316623472', '1316623526', '1316623543']"
3194,False,service,"['1316623398', '1316623553']"
3195,False,service,"['1316623553', '1316623398']"
3196,False,service,"['1316623465', '1316623488']"
3197,False,service,"['1316623488', '1316623465']"
3198,False,service,"['1316623318', '1316623251']"
3199,False,service,"['1316623251', '1316623318']"
3200,False,service,"['1316623339', '1316623486']"
3201,False,service,"['1316623486', '1316623339']"
3202,False,service,"['1316623486', '1316623527', '1316623228', '1316623309', '1316623211', '1316623275']"
3203,False,service,"['1316623275', '1316623211', '1316623309', '1316623228', '1316623527', '1316623486']"
3204,False,service,"['1316623708', '1316623254']"
3205,False,service,"['1316623254', '1316623708']"
3206,False,service,"['1316623254', '1316623460', '1316623408']"
3207,False,service,"['1316623408', '1316623460', '1316623254']"
3208,False,service,"['1316623297', '1316623374', '1316623463', '1316623520']"
3209,False,service,"['1316623520', '1316623463', '1316623374', '1316623297']"
3210,False,service,"['1316623520', '1316623676', '1316623415', '1316623342']"
3211,False,service,"['1316623342', '1316623415', '1316623676', '1316623520']"
3212,False,service,"['1316623342', '1316623444', '1316623301', '1316623473']"
3213,False,service,"['1316623473', '1316623301', '1316623444', '1316623342']"
3214,False,service,"['1316623632', '1316623340', '1316623320', '1316623391']"
3215,False,service,"['1316623391', '1316623320', '1316623340', '1316623632']"
3216,False,service,"['1316623710', '1316623681', '1316623553']"
3217,False,service,"['1316623553', '1316623681', '1316623710']"
3218,False,service,"['1316623553', '1316623484']"
3219,False,service,"['1316623484', '1316623553']"
3220,False,service,"['1316623484', '1316623323']"
3221,False,service,"['1316623323', '1316623484']"
3222,False,service,"['1316623323', '1316623443', '1316623375']"
3223,False,service,"['1316623375', '1316623443', '1316623323']"
3224,False,service,"['1316623375', '1316623297']"
3225,False,service,"['1316623297', '1316623375']"
3226,False,service,"['1316623297', '1316623178', '1316623734']"
3227,False,service,"['1316623734', '1316623178', '1316623297']"
3228,False,service,"['1316623734', '1316623437']"
3229,False,service,"['1316623437', '1316623734']"
3230,False,service,"['1316623529', '6594039686', '1316623257']"
3231,False,service,"['1316623257', '6594039686', '1316623529']"
3232,False,service,"['1316623555', '1316623256', '1316623683', '1316623238', '1316623266']"
3233,False,service,"['1316623266', '1316623238', '1316623683', '1316623256', '1316623555']"
3234,False,service,"['1316623616', '1316623615', '1316623621']"
3235,False,service,"['1316623621', '1316623615', '1316623616']"
3236,False,service,"['1316623647', '1316623501', '1316623669', '1316623617', '1316623503', '475978022']"
3237,False,service,"['475978022', '1316623503', '1316623617', '1316623669', '1316623501', '1316623647']"
3238,False,service,"['1316623454', '1316623619', '1316623724', '1316623591']"
3239,False,service,"['1316623591', '1316623724', '1316623619', '1316623454']"
3240,False,service,"['1316623430', '1316623506']"
3241,False,service,"['1316623506', '1316623430']"
3242,False,service,"['1316623506', '1316623726']"
3243,False,service,"['1316623726', '1316623506']"
3244,False,service,"['1316623726', '1316623324', '1316623389']"
3245,False,service,"['1316623389', '1316623324', '1316623726']"
3246,False,service,"['1316694014', '1316694065', '1316694023', '1316694048', '1316694042', '1316694060', '1316694001', '1316693995']"
3247,False,service,"['1316693995', '1316694001', '1316694060', '1316694042', '1316694048', '1316694023', '1316694065', '1316694014']"
3248,False,service,"['1316694067', '1316694017']"
3249,False,service,"['1316694017', '1316694067']"
3250,False,service,"['1316694017', '1316694026', '1316694002', '1316693988']"
3251,False,service,"['1316693988', '1316694002', '1316694026', '1316694017']"
3252,False,service,"['1316694025', '1316694059']"
3253,False,service,"['1316694059', '1316694025']"
3254,False,service,"['1316694047', '1316694041']"
3255,False,service,"['1316694041', '1316694047']"
3256,False,service,"['1316694041', '1316694057']"
3257,False,service,"['1316694057', '1316694041']"
3258,False,service,"['1316694057', '1316694033']"
3259,False,service,"['1316694033', '1316694057']"
3260,False,service,"['1316694033', '1316694007', '1316694024', '1316694027']"
3261,False,service,"['1316694027', '1316694024', '1316694007', '1316694033']"
3262,False,service,"['1316693989', '1316694016']"
3263,False,service,"['1316694016', '1316693989']"
3264,False,service,"['1316694016', '1316694018']"
3265,False,service,"['1316694018', '1316694016']"
3266,False,service,"['1316694034', '1316694015', '1316694041']"
3267,False,service,"['1316694041', '1316694015', '1316694034']"
3268,False,service,"['1316694051', '1316694028']"
3269,False,service,"['1316694028', '1316694051']"
3270,False,service,"['1316694003', '1317670833']"
3271,False,service,"['1317670833', '1316694003']"
3272,False,service,"['1317670833', '1316694005', '1316694050']"
3273,False,service,"['1316694050', '1316694005', '1317670833']"
3274,False,service,"['1316694050', '1317671179']"
3275,False,service,"['1317671179', '1316694050']"
3276,False,service,"['1317671179', '1316694020', '1317670876']"
3277,False,service,"['1317670876', '1316694020', '1317671179']"
3278,False,service,"['1316693994', '1316694057']"
3279,False,service,"['1316694057', '1316693994']"
3280,False,service,"['1316694000', '1316694052']"
3281,False,service,"['1316694052', '1316694000']"
3282,False,service,"['1316694053', '1316694040']"
3283,False,service,"['1316694040', '1316694053']"
3284,False,service,"['1316694040', '1316693992']"
3285,False,service,"['1316693992', '1316694040']"
3286,False,service,"['1316693992', '1316694054', '1316693997', '1316694022']"
3287,False,service,"['1316694022', '1316693997', '1316694054', '1316693992']"
3288,False,service,"['1316694022', '1316694035', '1316694068']"
3289,False,service,"['1316694068', '1316694035', '1316694022']"
3290,False,service,"['1316693990', '3758885808', '1316693993', '1316694012']"
3291,False,service,"['1316694012', '1316693993', '3758885808', '1316693990']"
3292,False,service,"['1316694012', '1316694047']"
3293,False,service,"['1316694047', '1316694012']"
3294,False,service,"['1316693999', '1316694040']"
3295,False,service,"['1316694040', '1316693999']"
3296,False,service,"['1316693996', '1316694062']"
3297,False,service,"['1316694062', '1316693996']"
3298,False,service,"['1316694031', '1316694049', '1316694047']"
3299,False,service,"['1316694047', '1316694049', '1316694031']"
3300,False,service,"['1316694047', '1316694044', '1316694058', '1316693988']"
3301,False,service,"['1316693988', '1316694058', '1316694044', '1316694047']"
3302,False,service,"['1316693988', '1316694063']"
3303,False,service,"['1316694063', '1316693988']"
3304,False,service,"['1316694061', '1316694028']"
3305,False,service,"['1316694028', '1316694061']"
3306,False,service,"['1316694028', '1316694027']"
3307,False,service,"['1316694027', '1316694028']"
3308,False,service,"['1316694027', '1316694036']"
3309,False,service,"['1316694036', '1316694027']"
3310,False,service,"['1316694036', '1316694052']"
3311,False,service,"['1316694052', '1316694036']"
3312,False,service,"['1316694052', '1316694019', '1316694022']"
3313,False,service,"['1316694022', '1316694019', '1316694052']"
3314,False,service,"['1316694064', '1316694036']"
3315,False,service,"['1316694036', '1316694064']"
3316,False,service,"['1316694011', '1316694034']"
3317,False,service,"['1316694034', '1316694011']"
3318,False,service,"['1316694034', '1316694009', '1316694063']"
3319,False,service,"['1316694063', '1316694009', '1316694034']"
3320,False,service,"['1316694063', '1316694032', '3758885809', '1316694045']"
3321,False,service,"['1316694045', '3758885809', '1316694032', '1316694063']"
3322,False,service,"['475977916', '1317670864']"
3323,False,service,"['1317670864', '475977916']"
3324,False,service,"['1317670864', '1317671177']"
3325,False,service,"['1317671177', '1317670864']"
3326,False,service,"['1317671177', '1316694069', '1316694030']"
3327,False,service,"['1316694030', '1316694069', '1317671177']"
3328,False,service,"['1316694004', '1316694039', '1316694052']"
3329,False,service,"['1316694052', '1316694039', '1316694004']"
3330,False,service,"['1316693992', '1316694004']"
3331,False,service,"['1316694004', '1316693992']"
3332,False,service,"['1316694004', '1316694033']"
3333,False,service,"['1316694033', '1316694004']"
3334,False,service,"['1316694033', '1316693998']"
3335,False,service,"['1316693998', '1316694033']"
3336,False,service,"['1316694017', '1316694038', '1316694012']"
3337,False,service,"['1316694012', '1316694038', '1316694017']"
3338,False,service,"['1316694012', '1316694066']"
3339,False,service,"['1316694066', '1316694012']"
3340,False,service,"['1317671177', '1317671230']"
3341,False,service,"['1317671230', '1317671177']"
3342,False,service,"['1317671230', '1317670953']"
3343,False,service,"['1317670953', '1317671230']"
3344,False,service,"['1317670953', '1316694043', '1317671106']"
3345,False,service,"['1317671106', '1316694043', '1317670953']"
3346,False,service,"['1317671106', '1317671210']"
3347,False,service,"['1317671210', '1317671106']"
3348,False,service,"['1317671210', '1317670845']"
3349,False,service,"['1317670845', '1317671210']"
3350,False,service,"['1317670845', '1317671217']"
3351,False,service,"['1317671217', '1317670845']"
3352,False,service,"['1317671217', '1317670848']"
3353,False,service,"['1317670848', '1317671217']"
3354,False,service,"['1317670848', '1316694056']"
3355,False,service,"['1316694056', '1317670848']"
3356,False,service,"['1316694029', '1317670873']"
3357,False,service,"['1317670873', '1316694029']"
3358,False,service,"['1317670873', '1317671076']"
