id,oneway,category,nodes
3359,False,service,"['1317671076', '1317670873']"
3360,False,service,"['1317671076', '1317671027']"
3361,False,service,"['1317671027', '1317671076']"
3362,False,service,"['1317671027', '1317671171']"
3363,False,service,"['1317671171', '1317671027']"
3364,False,service,"['1317671171', '1316694010']"
3365,False,service,"['1316694010', '1317671171']"
3366,False,service,"['1316694037', '1316694050']"
3367,False,service,"['1316694050', '1316694037']"
3368,False,service,"['1316694050', '1316694046', '1317671168']"
3369,False,service,"['1317671168', '1316694046', '1316694050']"
3370,False,service,"['1317671168', '1316694016']"
3371,False,service,"['1316694016', '1317671168']"
3372,False,service,"['1316694016', '1316694008']"
3373,False,service,"['1316694008', '1316694016']"
3374,False,service,"['1316694008', '1317671318', '1317671059']"
3375,False,service,"['1317671059', '1317671318', '1316694008']"
3376,False,service,"['1317671059', '1316694013']"
3377,False,service,"['1316694013', '1317671059']"
3378,False,service,"['1317671138', '1317671188', '1317671400', '1317670812', '1316693991', '1317671190']"
3379,False,service,"['1317671190', '1316693991', '1317670812', '1317671400', '1317671188', '1317671138']"
3380,False,service,"['1317671190', '1316694008']"
3381,False,service,"['1316694008', '1317671190']"
3382,False,service,"['1317671021', '1317671283']"
3383,False,service,"['1317671283', '1317671021']"
3384,False,service,"['1317671283', '1317670783', '1317671060', '1317671250', '1317670914']"
3385,False,service,"['1317670914', '1317671250', '1317671060', '1317670783', '1317671283']"
3386,False,service,"['1317670914', '1317671438']"
3387,False,service,"['1317671438', '1317670914']"
3388,False,service,"['1317671438', '1317671214']"
3389,False,service,"['1317671214', '1317671438']"
3390,False,service,"['1317671214', '1317671110', '1317671298']"
3391,False,service,"['1317671298', '1317671110', '1317671214']"
3392,False,service,"['482729435', '1317670908']"
3393,False,service,"['1317670908', '482729435']"
3394,False,service,"['1317670908', '1317670835']"
3395,False,service,"['1317670835', '1317670908']"
3396,False,service,"['1317671019', '1317671033']"
3397,False,service,"['1317671033', '1317671019']"
3398,False,service,"['1317671033', '1317670929', '1317670814', '1317670852']"
3399,False,service,"['1317670852', '1317670814', '1317670929', '1317671033']"
3400,False,service,"['1317670852', '1317670750']"
3401,False,service,"['1317670750', '1317670852']"
3402,False,service,"['1317671209', '1317671016']"
3403,False,service,"['1317671016', '1317671209']"
3404,False,service,"['1317670980', '1317671272', '1317670914']"
3405,False,service,"['1317670914', '1317671272', '1317670980']"
3406,False,service,"['1317670792', '1317671373', '1317671291', '1317671093', '1317671361', '1317671134']"
3407,False,service,"['1317671134', '1317671361', '1317671093', '1317671291', '1317671373', '1317670792']"
3408,False,service,"['1317671134', '1317671158']"
3409,False,service,"['1317671158', '1317671134']"
3410,False,service,"['1317671346', '1317671217']"
3411,False,service,"['1317671217', '1317671346']"
3412,False,service,"['1317671217', '1317671027']"
3413,False,service,"['1317671027', '1317671217']"
3414,False,service,"['1317671027', '1317671017', '1317670837']"
3415,False,service,"['1317670837', '1317671017', '1317671027']"
3416,False,service,"['1317671140', '1317670920', '1317670796']"
3417,False,service,"['1317670796', '1317670920', '1317671140']"
3418,False,service,"['1317670796', '1317670831']"
3419,False,service,"['1317670831', '1317670796']"
3420,False,service,"['1317670831', '1317670904', '1317671132']"
3421,False,service,"['1317671132', '1317670904', '1317670831']"
3422,False,service,"['1317671254', '1317671214']"
3423,False,service,"['1317671214', '1317671254']"
3424,False,service,"['1317671214', '1317671277']"
3425,False,service,"['1317671277', '1317671214']"
3426,False,service,"['1317671277', '1317671432', '1317671312']"
3427,False,service,"['1317671312', '1317671432', '1317671277']"
3428,False,service,"['1317671312', '1317670881']"
3429,False,service,"['1317670881', '1317671312']"
3430,False,service,"['1317670907', '1317671104', '1317670926']"
3431,False,service,"['1317670926', '1317671104', '1317670907']"
3432,False,service,"['1317671288', '1317670839']"
3433,False,service,"['1317670839', '1317671288']"
3434,False,service,"['1317670910', '1317671380', '1317671409']"
3435,False,service,"['1317671409', '1317671380', '1317670910']"
3436,False,service,"['1317671081', '1317670852']"
3437,False,service,"['1317670852', '1317671081']"
3438,False,service,"['1317670756', '1317671124']"
3439,False,service,"['1317671124', '1317670756']"
3440,False,service,"['1317671124', '1317671014']"
3441,False,service,"['1317671014', '1317671124']"
3442,False,service,"['1317671134', '1317671195']"
3443,False,service,"['1317671195', '1317671134']"
3444,False,service,"['1317671334', '1317671137', '1317670908']"
3445,False,service,"['1317670908', '1317671137', '1317671334']"
3446,False,service,"['1317671347', '1317670954']"
3447,False,service,"['1317670954', '1317671347']"
3448,False,service,"['1317670954', '1317671085']"
3449,False,service,"['1317671085', '1317670954']"
3450,False,service,"['1317671085', '1317671170']"
3451,False,service,"['1317671170', '1317671085']"
3452,False,service,"['1317670952', '1317671427', '1317670943']"
3453,False,service,"['1317670943', '1317671427', '1317670952']"
3454,False,service,"['1317671031', '1317671190']"
3455,False,service,"['1317671190', '1317671031']"
3456,False,service,"['1317671190', '1317671294', '1317671146', '1317670938', '1317671200', '1317671149', '1317671183', '1317671190']"
3457,False,service,"['1317671190', '1317671183', '1317671149', '1317671200', '1317670938', '1317671146', '1317671294', '1317671190']"
3458,False,service,"['1317671344', '1317671440']"
3459,False,service,"['1317671440', '1317671344']"
3460,False,service,"['1317671440', '1317671350']"
3461,False,service,"['1317671350', '1317671440']"
3462,False,service,"['1317671303', '1317671409']"
3463,False,service,"['1317671409', '1317671303']"
3464,False,service,"['1317671409', '1317670935']"
3465,False,service,"['1317670935', '1317671409']"
3466,False,service,"['1317671256', '1317671009', '1317671090']"
3467,False,service,"['1317671090', '1317671009', '1317671256']"
3468,False,service,"['1317670933', '1317670890']"
3469,False,service,"['1317670890', '1317670933']"
3470,False,service,"['1317671113', '1317671422']"
3471,False,service,"['1317671422', '1317671113']"
3472,False,service,"['1317671422', '1317671281', '1317670869', '1317671166']"
3473,False,service,"['1317671166', '1317670869', '1317671281', '1317671422']"
3474,False,service,"['1317670868', '1317671096']"
3475,False,service,"['1317671096', '1317670868']"
3476,False,service,"['1317670953', '1317671066', '1317670820']"
3477,False,service,"['1317670820', '1317671066', '1317670953']"
3478,False,service,"['1317671058', '1317670818']"
3479,False,service,"['1317670818', '1317671058']"
3480,False,service,"['1317671221', '1317671308', '1317671414']"
3481,False,service,"['1317671414', '1317671308', '1317671221']"
3482,False,service,"['1317671414', '1317671370']"
3483,False,service,"['1317671370', '1317671414']"
3484,False,service,"['1317671370', '1317671241']"
3485,False,service,"['1317671241', '1317671370']"
3486,False,service,"['1317671161', '1317671203', '1317670818']"
3487,False,service,"['1317670818', '1317671203', '1317671161']"
3488,False,service,"['1317670818', '1317671251', '1317670827']"
3489,False,service,"['1317670827', '1317671251', '1317670818']"
3490,False,service,"['1317671016', '1317671394']"
3491,False,service,"['1317671394', '1317671016']"
3492,False,service,"['1317671394', '1317670927']"
3493,False,service,"['1317670927', '1317671394']"
3494,False,service,"['1317670927', '1317671414']"
3495,False,service,"['1317671414', '1317670927']"
3496,False,service,"['1317671059', '1317671257', '1317670778', '1317670915', '1317671190']"
3497,False,service,"['1317671190', '1317670915', '1317670778', '1317671257', '1317671059']"
3498,False,service,"['1317671398', '1317671179']"
3499,False,service,"['1317671179', '1317671398']"
3500,False,service,"['1317671179', '1317671186']"
3501,False,service,"['1317671186', '1317671179']"
3502,False,service,"['1317671389', '1317671198', '1317670796']"
3503,False,service,"['1317670796', '1317671198', '1317671389']"
3504,False,service,"['1317671395', '1317670947', '1317671344']"
3505,False,service,"['1317671344', '1317670947', '1317671395']"
3506,False,service,"['1317671344', '1317671145', '1317671187']"
3507,False,service,"['1317671187', '1317671145', '1317671344']"
3508,False,service,"['1317671176', '1317670934', '1317671357']"
3509,False,service,"['1317671357', '1317670934', '1317671176']"
3510,False,service,"['1317671357', '1317671210']"
3511,False,service,"['1317671210', '1317671357']"
3512,False,service,"['1317671210', '1317670873']"
3513,False,service,"['1317670873', '1317671210']"
3514,False,service,"['1317670873', '1317670846']"
3515,False,service,"['1317670846', '1317670873']"
3516,False,service,"['1317671095', '1317670986']"
3517,False,service,"['1317670986', '1317671095']"
3518,False,service,"['1317670986', '385113788']"
3519,False,service,"['385113788', '1317670986']"
3520,False,service,"['1317670969', '1317671264', '1317670982', '1317670825']"
3521,False,service,"['1317670825', '1317670982', '1317671264', '1317670969']"
3522,False,service,"['1317670825', '1317671384', '1317671130', '1317671033']"
3523,False,service,"['1317671033', '1317671130', '1317671384', '1317670825']"
3524,False,service,"['1317671033', '1317670867']"
3525,False,service,"['1317670867', '1317671033']"
3526,False,service,"['1317671292', '1317670952']"
3527,False,service,"['1317670952', '1317671292']"
3528,False,service,"['1317670921', '1317670905']"
3529,False,service,"['1317670905', '1317670921']"
3530,False,service,"['1317671044', '1317671204']"
3531,False,service,"['1317671204', '1317671044']"
3532,False,service,"['1317670985', '1317670775']"
3533,False,service,"['1317670775', '1317670985']"
3534,False,service,"['1317671408', '1317670892']"
3535,False,service,"['1317670892', '1317671408']"
3536,False,service,"['1317670892', '1317671277']"
3537,False,service,"['1317671277', '1317670892']"
3538,False,service,"['1317671277', '1317671022', '1317671435', '1317671424']"
3539,False,service,"['1317671424', '1317671435', '1317671022', '1317671277']"
3540,False,service,"['1317671041', '1317671437', '1317671197']"
3541,False,service,"['1317671197', '1317671437', '1317671041']"
3542,False,service,"['1317671211', '1317671158']"
3543,False,service,"['1317671158', '1317671211']"
3544,False,service,"['1317671158', '1317671305']"
3545,False,service,"['1317671305', '1317671158']"
3546,False,service,"['1317671305', '1317671053']"
3547,False,service,"['1317671053', '1317671305']"
3548,False,service,"['1317671053', '1317671113']"
3549,False,service,"['1317671113', '1317671053']"
3550,False,service,"['1317671113', '1317671056']"
3551,False,service,"['1317671056', '1317671113']"
3552,False,service,"['1317671064', '1317670907']"
3553,False,service,"['1317670907', '1317671064']"
3554,False,service,"['1317670907', '1317670910']"
3555,False,service,"['1317670910', '1317670907']"
3556,False,service,"['1317670910', '1317670973', '1317671261']"
3557,False,service,"['1317671261', '1317670973', '1317670910']"
3558,False,service,"['1317671247', '385113794']"
3559,False,service,"['385113794', '1317671247']"
3560,False,service,"['385113794', '1317670883', '481389986']"
3561,False,service,"['481389986', '1317670883', '385113794']"
3562,False,service,"['1317671148', '1317670798']"
3563,False,service,"['1317670798', '1317671148']"
3564,False,service,"['1317671227', '1317671034', '1317671201']"
3565,False,service,"['1317671201', '1317671034', '1317671227']"
3566,False,service,"['1317671201', '1317671341', '1317671238', '1317671243']"
3567,False,service,"['1317671243', '1317671238', '1317671341', '1317671201']"
3568,False,service,"['1317671054', '1317671314', '1317670893']"
3569,False,service,"['1317670893', '1317671314', '1317671054']"
3570,False,service,"['1317670893', '1317671324']"
3571,False,service,"['1317671324', '1317670893']"
3572,False,residential,"['1317670957', '1317671000']"
3573,False,residential,"['1317671000', '1317670957']"
3574,False,residential,"['1317671000', '1317670941']"
3575,False,residential,"['1317670941', '1317671000']"
3576,False,residential,"['1317670941', '1317671067']"
3577,False,residential,"['1317671067', '1317670941']"
3578,False,service,"['1317671332', '1317670782']"
3579,False,service,"['1317670782', '1317671332']"
3580,False,service,"['1317670782', '1317671001', '1317671003']"
3581,False,service,"['1317671003', '1317671001', '1317670782']"
3582,False,service,"['1317671293', '1317671234', '1317671131']"
3583,False,service,"['1317671131', '1317671234', '1317671293']"
3584,False,service,"['1317671354', '1317671223']"
3585,False,service,"['1317671223', '1317671354']"
